year,region,country,happiness_rank,happiness_score,social_support,health_life_expectancy,generosity,freedom_to_make_life_choices,economy_gdp_per_capita,perceptions_of_corruption
2017,Central and Eastern Europe,Czech Republic,23,6.60900020599365,1.43388521671295,0.754444003105164,0.0881067588925362,0.490946173667908,1.35268235206604,0.0368729270994663
2017,Latin America and Caribbean,Argentina,24,6.59899997711182,1.44045114517212,0.695137083530426,0.109457060694695,0.494519203901291,1.18529546260834,0.059739887714386
2017,Latin America and Caribbean,Mexico,25,6.57800006866455,1.210862159729,0.709978997707367,0.120990432798862,0.412730008363724,1.15318381786346,0.132774114608765
2017,Southeastern Asia,Singapore,26,6.57200002670288,1.35381436347961,0.949492394924164,0.345965981483459,0.549840569496155,1.69227766990662,0.46430778503418
2017,Western Europe,Malta,27,6.52699995040894,1.48841166496277,0.821944236755371,0.574730575084686,0.588767051696777,1.34327983856201,0.153066068887711
2017,Latin America and Caribbean,Uruguay,28,6.4539999961853,1.41222786903381,0.719216823577881,0.175096929073334,0.57939225435257,1.21755969524384,0.178061872720718
2017,Latin America and Caribbean,Guatemala,29,6.4539999961853,1.25558519363403,0.540239989757538,0.283488392829895,0.531310617923737,0.872001945972443,0.0772232785820961
2017,Latin America and Caribbean,Panama,30,6.4520001411438,1.37319254875183,0.706156134605408,0.21055693924427,0.550026834011078,1.23374843597412,0.070983923971653
2017,Western Europe,France,31,6.44199991226196,1.38777685165405,0.844465851783752,0.129762306809425,0.470222115516663,1.43092346191406,0.172502428293228
2017,Southeastern Asia,Thailand,32,6.42399978637695,1.42579245567322,0.647239029407501,0.572123110294342,0.580200731754303,1.12786877155304,0.0316127352416515
2017,Eastern Asia,Taiwan Province of China,33,6.42199993133545,1.38456535339355,0.793984234333038,0.258360475301743,0.361466586589813,1.43362653255463,0.0638292357325554
2017,Western Europe,Spain,34,6.40299987792969,1.53209090232849,0.888960599899292,0.190133571624756,0.408781230449677,1.38439786434174,0.0709140971302986
2017,Middle East and Northern Africa,Qatar,35,6.375,1.27429687976837,0.710098087787628,0.330473870038986,0.604130983352661,1.87076568603516,0.439299255609512
2017,Latin America and Caribbean,Colombia,36,6.35699987411499,1.4021829366684,0.595027923583984,0.149014472961426,0.477487415075302,1.07062232494354,0.0466687418520451
2017,Middle East and Northern Africa,Saudi Arabia,37,6.3439998626709,1.28667759895325,0.590148329734802,0.147616013884544,0.449750572443008,1.53062355518341,0.27343225479126
2017,Latin America and Caribbean,Trinidad and Tobago,38,6.16800022125244,1.3802285194397,0.519983291625977,0.325296461582184,0.518630743026733,1.36135590076447,0.0089648161083459
2017,Middle East and Northern Africa,Kuwait,39,6.10500001907349,1.25969874858856,0.632105708122253,0.228289797902107,0.496337592601776,1.63295245170593,0.215159550309181
2017,Central and Eastern Europe,Slovakia,40,6.09800004959106,1.50505924224854,0.712732911109924,0.136544480919838,0.295817464590073,1.32539355754852,0.0242108516395092
2017,Middle East and Northern Africa,Bahrain,41,6.08699989318848,1.32311046123505,0.653133034706116,0.172668486833572,0.536746919155121,1.48841226100922,0.257042169570923
2017,Southeastern Asia,Malaysia,42,6.08400011062622,1.28464603424072,0.618784427642822,0.416608929634094,0.402264982461929,1.29121541976929,0.0656007081270218
2017,Latin America and Caribbean,Nicaragua,43,6.07100009918213,1.28721570968628,0.653095960617065,0.301674216985703,0.447551846504211,0.737299203872681,0.130687981843948
2017,Latin America and Caribbean,Ecuador,44,6.00799989700317,1.28616881370544,0.685636222362518,0.150112465023994,0.4551981985569,1.00082039833069,0.140134647488594
2017,Latin America and Caribbean,El Salvador,45,6.00299978256226,1.18212509155273,0.596018552780151,0.0782579854130745,0.432452529668808,0.909784495830536,0.0899809598922729
2017,Central and Eastern Europe,Poland,46,5.97300004959106,1.44571197032928,0.699475347995758,0.158465966582298,0.520342111587524,1.29178786277771,0.0593078061938286
2017,Southern Asia,Uzbekistan,47,5.97100019454956,1.54896914958954,0.498272627592087,0.415983647108078,0.658248662948608,0.786441087722778,0.246528223156929
2017,Western Europe,Italy,48,5.96400022506714,1.44492328166962,0.853144347667694,0.17278964817524,0.256450712680817,1.39506661891937,0.0280280914157629
2017,Central and Eastern Europe,Russia,49,5.96299982070923,1.46928238868713,0.547349333763123,0.0522638224065304,0.373783111572266,1.28177809715271,0.0329628810286522
2017,Latin America and Caribbean,Belize,50,5.95599985122681,1.08141779899597,0.450191766023636,0.240015640854836,0.547509372234344,0.907975316047668,0.0965810716152191
2017,Eastern Asia,Japan,51,5.92000007629395,1.43633782863617,0.913475871086121,0.12057276815176,0.505625545978546,1.41691517829895,0.163760736584663
2017,Central and Eastern Europe,Lithuania,52,5.90199995040894,1.47351610660553,0.62894994020462,0.010164656676352,0.234231784939766,1.31458234786987,0.0118656428530812
2017,Middle East and Northern Africa,Algeria,53,5.87200021743774,1.1462174654007,0.617584645748138,0.0694366469979286,0.233335807919502,1.09186446666718,0.146096110343933
2017,Central and Eastern Europe,Latvia,54,5.84999990463257,1.40471494197845,0.638566970825195,0.153074786067009,0.325707912445068,1.26074862480164,0.0738427266478539
2017,Eastern Asia,South Korea,55,5.83799982070923,1.12827444076538,0.900214076042175,0.206674367189407,0.257921665906906,1.40167844295502,0.0632826685905457
2017,Central and Eastern Europe,Moldova,56,5.83799982070923,1.25182557106018,0.589465200901031,0.208779126405716,0.240729048848152,0.728870630264282,0.0100912861526012
2017,Central and Eastern Europe,Romania,57,5.82499980926514,1.15009129047394,0.685158312320709,0.133519917726517,0.457003742456436,1.21768391132355,0.00438790069893
2017,Latin America and Caribbean,Bolivia,58,5.82299995422363,1.22761905193329,0.473630249500275,0.22556072473526,0.558732926845551,0.833756566047668,0.0604777261614799
2017,Southern Asia,Turkmenistan,59,5.82200002670288,1.49314916133881,0.437726080417633,0.24992498755455,0.41827192902565,1.13077676296234,0.259270340204239
2017,Southern Asia,Kazakhstan,60,5.81899976730347,1.38436901569366,0.606041550636292,0.201964423060417,0.437454283237457,1.28455626964569,0.119282886385918
2017,Western Europe,North Cyprus,61,5.80999994277954,1.18630337715149,0.834647238254547,0.266845703125,0.471203625202179,1.3469113111496,0.155353352427483
2017,Central and Eastern Europe,Slovenia,62,5.75799989700317,1.45251882076263,0.790828227996826,0.242649093270302,0.572575807571411,1.3412059545517,0.0451289787888527
2017,Latin America and Caribbean,Peru,63,5.71500015258789,1.21877038478851,0.630166113376617,0.126819714903831,0.450002878904343,1.03522527217865,0.0470490865409374
2017,Sub-Saharan Africa,Mauritius,64,5.62900018692017,1.20956099033356,0.638007462024689,0.360933750867844,0.491247326135635,1.18939554691315,0.0421815551817417
2017,Western Europe,Cyprus,65,5.62099981307983,1.13136327266693,0.84471470117569,0.271254301071167,0.355111539363861,1.35593807697296,0.0412379764020443
2017,Central and Eastern Europe,Estonia,66,5.61100006103516,1.47667109966278,0.695168316364288,0.0988908112049103,0.479131430387497,1.32087934017181,0.183248922228813
2017,Central and Eastern Europe,Belarus,67,5.56899976730347,1.44494521617889,0.637714266777039,0.15513750910759,0.295400261878967,1.15655755996704,0.156313821673393
2017,Middle East and Northern Africa,Libya,68,5.52500009536743,1.35756433010101,0.520169019699097,0.152073666453362,0.465733230113983,1.10180306434631,0.0926102101802826
2017,Middle East and Northern Africa,Turkey,69,5.5,1.33775317668915,0.637605607509613,0.0466930419206619,0.300740599632263,1.19827437400818,0.0996715798974037
2017,Latin America and Caribbean,Paraguay,70,5.49300003051758,1.50728487968445,0.579250693321228,0.224150657653809,0.473507791757584,0.932537317276001,0.091065913438797
2017,Eastern Asia,"Hong Kong S.A.R., China",71,5.47200012207031,1.26279091835022,0.943062424659729,0.374465793371201,0.490968644618988,1.55167484283447,0.293933749198914
2017,Southeastern Asia,Philippines,72,5.42999982833862,1.25391757488251,0.468009054660797,0.193513423204422,0.585214674472809,0.85769921541214,0.0993318930268288
2017,Central and Eastern Europe,Serbia,73,5.39499998092651,1.25818979740143,0.65078467130661,0.220125883817673,0.208715528249741,1.06931757926941,0.0409037806093693
2017,Middle East and Northern Africa,Jordan,74,5.33599996566772,1.23908889293671,0.604590058326721,0.172170460224152,0.418421149253845,0.991012394428253,0.11980327218771
2017,Central and Eastern Europe,Hungary,75,5.32399988174438,1.34313309192657,0.687763452529907,0.0784016624093056,0.175863519310951,1.2860119342804,0.0366369374096394
2017,Latin America and Caribbean,Jamaica,76,5.31099987030029,1.36821806430817,0.641022384166718,0.233818337321281,0.474307239055634,0.925579309463501,0.0552677810192108
2017,Central and Eastern Europe,Croatia,77,5.29300022125244,0.96798300743103,0.701288521289825,0.248002976179123,0.255772292613983,1.22255623340607,0.0431031100451946
2017,Central and Eastern Europe,Kosovo,78,5.27899980545044,1.13785350322723,0.541452050209045,0.319931447505951,0.260287940502167,0.951484382152557,0.0574716180562973
2017,Eastern Asia,China,79,5.27299976348877,1.16083741188049,0.741415500640869,0.0288068410009146,0.472787708044052,1.08116579055786,0.0227942746132612
2017,Southern Asia,Pakistan,80,5.26900005340576,0.672690689563751,0.402047783136368,0.315446019172668,0.23521526157856,0.72688353061676,0.124348066747189
2017,Southeastern Asia,Indonesia,81,5.26200008392334,1.27444469928741,0.492345720529556,0.611704587936401,0.443323463201523,0.995538592338562,0.0153171354904771
2017,Latin America and Caribbean,Venezuela,82,5.25,1.43133759498596,0.617144227027893,0.0650196298956871,0.153997123241425,1.12843120098114,0.0644911229610443
2017,Central and Eastern Europe,Montenegro,83,5.23699998855591,1.23837649822235,0.667464673519135,0.197911024093628,0.194989055395126,1.12112903594971,0.0881741940975189
2017,Middle East and Northern Africa,Morocco,84,5.2350001335144,0.774864435195923,0.59771066904068,0.0322099551558495,0.408158332109451,0.878114581108093,0.0877631828188896
2017,Middle East and Northern Africa,Azerbaijan,85,5.23400020599365,1.15240025520325,0.540775775909424,0.0452693402767181,0.398155838251114,1.15360176563263,0.180987507104874
2017,Latin America and Caribbean,Dominican Republic,86,5.23000001907349,1.40241670608521,0.574873745441437,0.186967849731445,0.55258983373642,1.07937383651733,0.113945253193378
2017,Western Europe,Greece,87,5.22700023651123,1.23941457271576,0.810198903083801,0.0,0.0957312509417534,1.28948748111725,0.04328977689147
2017,Middle East and Northern Africa,Lebanon,88,5.22499990463257,1.12962424755096,0.735081076622009,0.264450758695602,0.288515985012054,1.07498753070831,0.037513829767704
2017,Western Europe,Portugal,89,5.19500017166138,1.36704301834106,0.795843541622162,0.0951027125120163,0.498465299606323,1.3151752948761,0.0158694516867399
2017,Central and Eastern Europe,Bosnia and Herzegovina,90,5.18200016021729,1.0693359375,0.705186307430267,0.328867495059967,0.204403176903725,0.982409417629242,0.0
2017,Latin America and Caribbean,Honduras,91,5.18100023269653,1.14394497871399,0.582569479942322,0.236188873648643,0.348079860210419,0.730573117733002,0.0733454525470734
2017,Central and Eastern Europe,Macedonia,92,5.17500019073486,1.20789301395416,0.644948184490204,0.25376096367836,0.325905978679657,1.06457793712616,0.0602777935564518
2017,Sub-Saharan Africa,Somalia,93,5.15100002288818,0.721151351928711,0.113989137113094,0.291631311178207,0.602126955986023,0.0226431842893362,0.282410323619843
2017,Southeastern Asia,Vietnam,94,5.07399988174438,1.27749133110046,0.652168989181519,0.234968051314354,0.571055591106415,0.788547575473785,0.0876332372426987
2017,Sub-Saharan Africa,Nigeria,95,5.07399988174438,1.21577048301697,0.0569157302379608,0.230947196483612,0.394952565431595,0.783756256103516,0.0261215660721064
2017,Southern Asia,Tajikistan,96,5.04099988937378,1.27146327495575,0.529235124588013,0.248997643589973,0.471566706895828,0.524713635444641,0.146377146244049
2017,Southern Asia,Bhutan,97,5.01100015640259,1.34012651443481,0.495879292488098,0.474054545164108,0.501537680625916,0.885416388511658,0.173380389809608
2017,Southern Asia,Kyrgyzstan,98,5.00400018692017,1.39423859119415,0.553457796573639,0.42858037352562,0.454943388700485,0.596220076084137,0.0394391790032387
2017,Southern Asia,Nepal,99,4.96199989318848,1.17928326129913,0.504130780696869,0.394096165895462,0.440305948257446,0.479820191860199,0.0729755461215973
2017,Eastern Asia,Mongolia,100,4.95499992370605,1.4930112361908,0.557783484458923,0.338464230298996,0.394143968820572,1.02723586559296,0.0329022891819477
2017,Sub-Saharan Africa,South Africa,101,4.8289999961853,1.38478863239288,0.187080070376396,0.139362379908562,0.479246735572815,1.05469870567322,0.0725094974040985
2017,Middle East and Northern Africa,Tunisia,102,4.80499982833862,0.868351459503174,0.613212049007416,0.0496933571994305,0.289680689573288,1.00726580619812,0.0867231488227844
2017,Middle East and Northern Africa,Palestinian Territories,103,4.77500009536743,1.15564715862274,0.565666973590851,0.114173173904419,0.25471106171608,0.716249227523804,0.0892826020717621
2017,Middle East and Northern Africa,Egypt,104,4.7350001335144,0.997471392154694,0.520187258720398,0.128631442785263,0.282110154628754,0.989701807498932,0.114381365478039
2017,Central and Eastern Europe,Bulgaria,105,4.71400022506714,1.43437945842743,0.708217680454254,0.113177694380283,0.289231717586517,1.1614590883255,0.0110515309497714
2017,Sub-Saharan Africa,Sierra Leone,106,4.70900011062622,0.984136044979095,0.0055647538974881,0.293040901422501,0.318697690963745,0.36842092871666,0.0710951760411263
2017,Sub-Saharan Africa,Cameroon,107,4.69500017166138,0.946018218994141,0.132892116904259,0.236298456788063,0.430388748645782,0.564305365085602,0.0513066314160824
2017,Middle East and Northern Africa,Iran,108,4.69199991226196,0.711551249027252,0.639333188533783,0.387242913246155,0.249322608113289,1.15687310695648,0.048761073499918
2017,Central and Eastern Europe,Albania,109,4.64400005340576,0.803685247898102,0.731159746646881,0.201312944293022,0.381498634815216,0.996192753314972,0.0398642159998417
2017,Southern Asia,Bangladesh,110,4.60799980163574,0.735131740570068,0.533241033554077,0.172255352139473,0.478356659412384,0.586682975292206,0.123717859387398
2017,Sub-Saharan Africa,Namibia,111,4.57399988174438,1.0984708070755,0.33861181139946,0.0771337449550629,0.520303547382355,0.964434325695038,0.0931469723582268
2017,Sub-Saharan Africa,Kenya,112,4.55299997329712,1.06795072555542,0.309988349676132,0.444860309362411,0.452763766050339,0.560479462146759,0.0646413192152977
2017,Sub-Saharan Africa,Mozambique,113,4.55000019073486,0.870701014995575,0.106654435396194,0.322228103876114,0.480791091918945,0.234305649995804,0.179436385631561
2017,Southeastern Asia,Myanmar,114,4.54500007629395,1.12323594093323,0.397522568702698,0.838075160980225,0.514492034912109,0.367110550403595,0.188816204667091
2017,Sub-Saharan Africa,Senegal,115,4.53499984741211,1.17969191074371,0.409362852573395,0.183468893170357,0.377922266721725,0.479309022426605,0.115460447967052
2017,Sub-Saharan Africa,Zambia,116,4.51399993896484,1.00318729877472,0.257835894823074,0.249580144882202,0.461603492498398,0.636406779289246,0.0782135501503944
2017,Middle East and Northern Africa,Iraq,117,4.49700021743774,0.978613197803497,0.501180469989777,0.19963726401329,0.288555532693863,1.10271048545837,0.107215754687786
2017,Sub-Saharan Africa,Gabon,118,4.46500015258789,1.1556202173233,0.356578588485718,0.0437853783369064,0.312328577041626,1.1982102394104,0.0760467872023582
2017,Sub-Saharan Africa,Ethiopia,119,4.46000003814697,0.86466920375824,0.353409707546234,0.312650740146637,0.408842742443085,0.339233845472336,0.165455713868141
2017,Southern Asia,Sri Lanka,120,4.44000005722046,1.25997638702393,0.625130832195282,0.490863561630249,0.561213254928589,1.00985014438629,0.0736539661884308
2017,Middle East and Northern Africa,Armenia,121,4.37599992752075,1.00748372077942,0.637524425983429,0.0834880918264389,0.198303267359734,0.900596737861633,0.0266744215041399
2017,Southern Asia,India,122,4.31500005722046,0.754372596740723,0.455427616834641,0.231538489460945,0.469987004995346,0.792221248149872,0.0922268852591515
2017,Sub-Saharan Africa,Mauritania,123,4.29199981689453,1.2720308303833,0.285349279642105,0.201870024204254,0.0960980430245399,0.648457288742065,0.136957004666328
2017,Sub-Saharan Africa,Congo (Brazzaville),124,4.29099988937378,0.832044363021851,0.28995743393898,0.120852127671242,0.435025870800018,0.808964252471924,0.0796181336045265
2017,Middle East and Northern Africa,Georgia,125,4.28599977493286,0.57061493396759,0.649546980857849,0.0540088154375553,0.309410035610199,0.950612664222717,0.251666635274887
2017,Sub-Saharan Africa,Congo (Kinshasa),126,4.28000020980835,1.22902345657349,0.191407024860382,0.246455833315849,0.235961347818375,0.0921023488044739,0.0602413564920425
2017,Sub-Saharan Africa,Mali,127,4.19000005722046,1.28147339820862,0.169365674257278,0.183354198932648,0.306613743305206,0.476180493831635,0.104970246553421
2017,Sub-Saharan Africa,Ivory Coast,128,4.17999982833862,0.904780030250549,0.0486421696841717,0.201237469911575,0.447706192731857,0.603048920631409,0.130061775445938
2017,Southeastern Asia,Cambodia,129,4.16800022125244,1.00623834133148,0.429783403873444,0.385922968387604,0.633375823497772,0.601765096187592,0.0681059509515762
2017,Middle East and Northern Africa,Sudan,130,4.13899993896484,1.21400856971741,0.290920823812485,0.182317450642586,0.0149958552792668,0.65951669216156,0.089847519993782
2017,Sub-Saharan Africa,Ghana,131,4.11999988555908,0.873664736747742,0.295637726783752,0.256923943758011,0.423026293516159,0.667224824428558,0.0253363698720932
2017,Central and Eastern Europe,Ukraine,132,4.09600019454956,1.39453756809235,0.575903952121735,0.270061463117599,0.122974775731564,0.89465194940567,0.0230294708162546
2017,Sub-Saharan Africa,Uganda,133,4.08099985122681,1.12982773780823,0.217632606625557,0.325766056776047,0.443185955286026,0.381430715322495,0.057069718837738
2017,Sub-Saharan Africa,Burkina Faso,134,4.03200006484985,1.04328000545502,0.215844258666039,0.250864684581757,0.324367851018906,0.3502277135849,0.120328105986118
2017,Sub-Saharan Africa,Niger,135,4.02799987792969,0.993025004863739,0.26850500702858,0.228673845529556,0.36365869641304,0.161925330758095,0.138572946190834
2017,Sub-Saharan Africa,Malawi,136,3.97000002861023,0.512568831443787,0.315089583396912,0.287170469760895,0.466914653778076,0.233442038297653,0.0727116540074348
2017,Sub-Saharan Africa,Chad,137,3.93600010871887,0.953855872154236,0.0411347150802612,0.216113850474358,0.16234202682972,0.438012987375259,0.0535818822681904
2017,Sub-Saharan Africa,Zimbabwe,138,3.875,1.08309590816498,0.196763753890991,0.189143493771553,0.336384207010269,0.375846534967422,0.0953753814101219
2017,Sub-Saharan Africa,Lesotho,139,3.80800008773804,1.19009518623352,0.0,0.157497271895409,0.390661299228668,0.521021246910095,0.119094640016556
2017,Sub-Saharan Africa,Angola,140,3.79500007629395,1.10441195964813,0.0498686656355858,0.097926490008831,0.0,0.858428180217743,0.0697203353047371
2017,Southern Asia,Afghanistan,141,3.79399991035461,0.581543326377869,0.180746778845787,0.311870932579041,0.106179520487785,0.401477217674255,0.0611578300595284
2017,Sub-Saharan Africa,Botswana,142,3.76600003242493,1.22155499458313,0.341755509376526,0.0993484482169151,0.505196332931519,1.12209415435791,0.0985831990838051
2017,Sub-Saharan Africa,Benin,143,3.65700006484985,0.435299843549728,0.209930211305618,0.207948461174965,0.425962775945663,0.431085407733917,0.0609290152788162
2017,Sub-Saharan Africa,Madagascar,144,3.64400005340576,0.913020372390747,0.375223308801651,0.208732530474663,0.189196765422821,0.305808693170547,0.0672319754958153
2017,Latin America and Caribbean,Haiti,145,3.6029999256134,0.640449821949005,0.277321130037308,0.489203780889511,0.0303698573261499,0.368610262870789,0.0998721495270729
2017,Middle East and Northern Africa,Yemen,146,3.59299993515015,0.93538224697113,0.310080915689468,0.104125209152699,0.249463722109795,0.591683447360992,0.0567674227058887
2017,Sub-Saharan Africa,South Sudan,147,3.59100008010864,0.601323127746582,0.163486003875732,0.285670816898346,0.147062435746193,0.39724862575531,0.116793513298035
2017,Sub-Saharan Africa,Liberia,148,3.53299999237061,0.872117936611176,0.229918196797371,0.26654988527298,0.332881182432175,0.119041793048382,0.0389482490718365
2017,Sub-Saharan Africa,Guinea,149,3.50699996948242,0.791244685649872,0.194129139184952,0.264815092086792,0.348587512969971,0.244549930095673,0.110937617719173
2017,Sub-Saharan Africa,Togo,150,3.49499988555908,0.431882530450821,0.247105568647385,0.196896150708199,0.38042613863945,0.305444717407227,0.0956650152802467
2017,Sub-Saharan Africa,Rwanda,151,3.47099995613098,0.945707023143768,0.326424807310104,0.252756029367447,0.581843852996826,0.368745893239975,0.455220013856888
2017,Middle East and Northern Africa,Syria,152,3.46199989318848,0.396102607250214,0.50053334236145,0.493663728237152,0.0815394446253777,0.777153134346008,0.151347130537033
2017,Sub-Saharan Africa,Tanzania,153,3.34899997711182,1.04198980331421,0.364509284496307,0.354256361722946,0.390017777681351,0.511135876178741,0.0660351067781448
2017,Sub-Saharan Africa,Burundi,154,2.90499997138977,0.629793584346771,0.151610791683197,0.204435184597969,0.0599007532000542,0.091622568666935,0.0841479450464249
2017,Sub-Saharan Africa,Central African Republic,155,2.69300007820129,0.0,0.0187726859003305,0.280876487493515,0.270842045545578,0.0,0.0565650761127472
